с. Бели брег
с. Бели брод
с. Бели бряг
с. Бели вир
с. Бели дол
с. Бели извор
с. Бели Искър
с. Бели Лом
с. Бели Осъм
с. Бели пласт
с. Белила
с. Белимел
с. Белинци
с. Белица
с. Белиш
с. Бело поле
с. Беловец
с. Беловица
с. Белово
с. Белоградец
с. Белоградчик
с. Белодол
с. Белозем
с. Белокопитово
с. Беломорци
с. Беломъжите
с. Белополци
с. Белополяне
с. Белопопци
с. Белослав
с. Белотинци
с. Белцов
с. Белчевци
с. Белчин
с. Белчински бани
с. Бельово
с. Беляковец
с. Беляново
с. Бенковски
с. Бераинци
с. Беренде
с. Беренде извор
с. Бериево
с. Берковица
с. Берковски
с. Берковци
с. Бероново
с. Берсин
с. Беслен
с. Беснурка
с. Биволаре
с. Биволяне
с. Бижовци
с. Биково
с. Билинци
с. Билка
с. Билкини
с. Било
с. Билянска
с. Бинкос
с. Биркова
с. Бисер
с. Бисерци
с. Бистра
с. Бистренци
с. Бистрец
с. Бистрилица
с. Бистрица
с. Бистроглед
с. Благово
с. Благоевград
с. Благоево
с. Благун
с. Блажиево
с. Блатец
с. Блатешница
с. Блатино
с. Блатница
с. Блато
с. Блатска
с. Бленика
с. Близнак
с. Близнаци
с. Близнец
с. Блъсково
с. Блъсковци
с. Боазът
с. Бобевци
с. Бобешино
с. Бобовдол
с. Бобовец
с. Бобораци
с. Бобошево
с. Бов
с. Богатино
с. Богатово
с. Богдан
с. Богданица
с. Богданлия
с. Богдановдол
с. Богданово
с. Богдановци
с. Богданско
с. Богданци
с. Богданчовци
с. Богойна
с. Боголин
с. Богомил
с. Богомилово
с. Богомилци
с. Богомолско
с. Богорово
с. Богородица
с. Богослов
с. Богутево
с. Богьовци
с. Боденец
с. Бодрово
с. Боево
с. Боерица
с. Божак
с. Божан
с. Божаново
с. Бождово
с. Божевци
с. Боженица
с. Боженците
с. Божичен
с. Божурец
с. Божурица
с. Божурище
с. Божурка
с. Божурлук
с. Божурово
с. Божурци
с. Бозаджии
с. Бозвелийско
с. Боздуганово
с. Бозьова
с. Боил
с. Бойковец
с. Бойково
с. Бойковци
с. Бойник
с. Бойница
с. Бойно
с. Бойновци
с. Бойчеви колиби
с. Бойчета
с. Бойчиновци
с. Бойчовци
с. Бокиловци
с. Болтата
с. Болярино
с. Болярово
с. Болярски извор
с. Болярско
с. Болярци
с. Бонево
с. Бор
с. Борец
с. Борие
с. Борика
с. Борики
с. Бориково
с. Бориловец
с. Борилово
с. Борима
с. Боримечково
с. Борино
с. Бориново
с. Боринци
с. Борислав
с. Бориславци
с. Борисово
с. Борнарево
с. Боров дол
с. Борован
с. Боровец
с. Боровина
с. Боровица
с. Боровичене
с. Борово
с. Боровско
с. Боровци
с. Борското
с. Борущица
с. Борци
с. Боряна
с. Босевци
с. Босилица
с. Босилково
с. Босилковци
с. Босна
с. Боснек
с. Бостан
с. Бостаните
с. Бостанци
с. Бостина
с. Ботевград
с. Ботево
с. Ботров
с. Ботуня
с. Ботурче
с. Бохова
с. Бохот
с. Бочковци
с. Бошуля
с. Бояджик
с. Боян
с. Боян Ботево
с. Бояна
с. Бояново
с. Бояновци
с. Боянци
с. Брадвари
с. Бракница
с. Бракьовци
с. Браниполе
с. Браница
с. Браничево
с. Бранище
с. Бранковци
с. Братан
с. Братаница
с. Братово
с. Братушково
с. Братя Даскалови
с. Братя Кунчеви
с. Брацигово
с. Брегаре
с. Брегово
с. Брежана
с. Брежани
с. Брежниците
с. Бреза
с. Брезе
с. Брезен
с. Брезник
с. Брезница
с. Брезнишки извор
с. Брезовдол
с. Брезово
с. Бреница
с. Брест
с. Брестак
с. Брестака
с. Бресте
с. Брестник
с. Брестница
с. Брестова
с. Брестовене
с. Брестовец
с. Брестовица
с. Брестово
с. Брод
с. Бродилово
с. Брош
с. Брусарци
с. Брусевци
с. Брусен
с. Брусино
с. Брусник
с. Брънеците
с. Бръчковци
с. Бръшлен
с. Бръшлян
с. Бръшляница
с. Бръщен
с. Бряговец
с. Бряговица
с. Брягово
с. Бряст
с. Брястовец
с. Брястово
с. Бубино
с. Будилци
с. Бузовград
с. Бузяковци
с. Буйновица
с. Буйново
с. Буйновци
с. Бук
с. Букак
с. Буката
с. Букаците
с. Букова поляна
с. Буковец
с. Буковлък
с. Буково
с. Букоровци
с. Булаир
с. Буново
с. Бунцево
с. Бураново
с. Бургас
с. Бурево
с. Буря
с. Бусинци
с. Бусманци
с. Бутан
с. Бутово
с. Бутрева
с. Бутроинци
с. Бухово
с. Буховци
с. Бучин проход
с. Бучино
с. Бучуковци
с. Бъдеще
с. Бъзовец
с. Бъзовица
с. Бъзън
с. Българаново
с. Българево
с. Българене
с. Българи
с. Българин
с. Българка
с. Българово
с. Българска поляна
с. Български извор
с. Българско Сливово
с. Българчево
с. Бънзарето
с. Бърдарево
с. Бърдарите
с. Бърдарски геран
с. Бърдени
с. Бърдо
с. Бърдоква
с. Бърза река
с. Бързея
с. Бързина
с. Бързица
с. Бързия
с. Бъркач
с. Бъркачево
с. Бърложница
с. Бърля
с. Бърчево
с. Бъта
с. Бяга
с. Бял бряг
с. Бял извор
с. Бял кладенец
с. Бяла
с. Бяла вода
с. Бяла Паланка
с. Бяла поляна
с. Бяла река
с. Бяла Слатина
с. Бяла черква
с. Бялградец
с. Бялка
с. Бялково
с. Бялковци
с. Бяло поле
с. Вазово
с. Вакарел
с. Ваклино
с. Ваклиново
с. Ваксево
с. Валевци
с. Валето
с. Варана
с. Варвара
с. Вардим
с. Вардун
с. Варна
с. Варненци
с. Варник
с. Варовник
с. Васил Друмев
с. Васил Левски
с. Василево
с. Василковска махала
с. Василовци
с. Васильово
с. Васково
с. Ведраре
с. Ведрина
с. Ведрово
с. Везенково
с. Векилски
с. Веленци
с. Велешани
с. Велика
с. Великан
с. Великденче
с. Велики Преслав
с. Велико Търново
с. Великово
с. Великовци
с. Велинград
с. Велино
с. Велиново
с. Велислав
с. Величка
с. Величково
с. Велково
с. Велковци
с. Велчево
с. Велчовци
с. Вельово
с. Велювци
с. Велющец
с. Венелин
с. Венец
с. Венковец
с. Венчан
с. Верен
с. Веренци
с. Веринско
с. Верско
с. Веселец
с. Веселие
с. Веселина
с. Веселиново
с. Веслец
с. Ветово
с. Ветрен
с. Ветрен дол
с. Ветрино
с. Ветринци
с. Ветрище
с. Ветрово
с. Ветрушка
с. Вехтино
с. Вехтово
с. Вещица
с. Виден
с. Видин
с. Видинци
с. Видлица
с. Видно
с. Видрар
с. Видраре
с. Видрица
с. Виево
с. Визица
с. Виларе
с. Винарово
с. Винарско
с. Винево
с. Виница
с. Винище
с. Виноград
с. Виноградец
с. Виногради
с. Вирове
с. Вировско
с. Вис
с. Вискяр
с. Висок
с. Висока
с. Висока могила
с. Висока поляна
с. Високите
с. Високовци
с. Витановци
с. Витина
с. Вихрен
с. Вичово
с. Вишан
с. Вишеград
с. Вишлене
с. Вишна
с. Вишнево
с. Вишовград
с. Владая
с. Владимир
с. Владимирово
с. Владимировци
с. Владиня
с. Владислав
с. Владиславци
с. Владиченци
с. Владо Тричков
с. Владовци
с. Влайчовци
с. Власатили
с. Власатица
с. Влахи
с. Влахово
с. Влаховци
с. Водата
с. Водач
с. Воден
с. Воденичане
с. Воденичарово
с. Воденичарско
с. Воденци
с. Водица
с. Водна
с. Водни пад
с. Водно
с. Воднянци
с. Водолей
с. Вождово
с. Войвода
с. Войводенец
с. Войводино
с. Войводиново
с. Войводово
с. Войкова лъка
с. Войнеговци
с. Войнежа
с. Войника
с. Войниково
с. Войница
с. Войници
с. Войниците
с. Войнишка
с. Войново
с. Войнягово
с. Войсил
с. Вокил
с. Волно
с. Воловарово
с. Воловарци
с. Волово
с. Волуяк
с. Вонеща вода
с. Врабево
с. Врабците
с. Врабча
с. Вракуповица
с. Враненци
с. Врани кон
с. Враниловци
с. Вранино
с. Вранинци
с. Вранско
с. Враня
с. Враня стена
с. Враняк
с. Врата
с. Вратарите
с. Вратица
с. Вратца
с. Враца
с. Врачанци
с. Врачеш
с. Врело
с. Вресово
с. Връв
с. Връдловци
с. Всемирци
с. Вукан
с. Вуково
с. Въбел
с. Въгларово
с. Въглевци
с. Въглен
с. Възел
с. Вълкан
с. Вълков дол
с. Вълкович
с. Вълково
с. Вълковци
с. Вълкосел
с. Вълнари
с. Вълча поляна
с. Вълчан
с. Вълчан дол
с. Вълчанка
с. Вълчаново
с. Вълче поле
с. Вълчедръм
с. Вълчек
с. Вълчи дол
с. Вълчи извор
с. Вълчин
с. Вълчитрън
с. Вълчовци
с. Върба
с. Върбак
с. Върбен
с. Върбенци
с. Върбешница
с. Върбина
с. Върбино
с. Върбица
с. Върбница
с. Върбовка
с. Върбово
с. Върбовчец
с. Върбяне
с. Въргов дол
с. Вързилковци
с. Вързулица
с. Върли дол
с. Върлинка
с. Върлино
с. Върлище
с. Въртоп
с. Върхари
с. Вършец
с. Вършило
с. Габаре
с. Габарево
с. Габер
с. Габерово
с. Габра
с. Габрака
с. Габрене
с. Габрешевци
с. Габрина
с. Габрица
с. Габровдол
с. Габровица
с. Габровница
с. Габрово
с. Габровци
с. Габър
с. Габърница
с. Габърска
с. Гавраилово
с. Гаврил Геново
с. Гаганица
с. Гагово
с. Гайдари
с. Гайкини
с. Гайтанево
с. Гайтаниново
с. Гайтаните
с. Гайтанци
с. Галата
с. Галатин
с. Галиче
с. Галище
с. Галово
с. Ганев дол
с. Ганчовец
с. Гарван
с. Гарваново
с. Гащевци
с. Гега
с. Гела
с. Гелеменово
с. Генерал Гешево
с. Генерал Инзово
с. Генерал Кантарджиев
с. Генерал Киселово
с. Генерал Колево
с. Генерал Мариново
с. Генерал Тодоров
с. Генерал Тошево
с. Генералово
с. Геновци
с. Генчовци
с. Геня
с. Георги Дамяново
с. Георги-Добрево
с. Гергевец
с. Гергини
с. Герман
с. Гецово
с. Геша
с. Гешаново
с. Гиген
с. Гигинци
с. Гинци
с. Гирчевци
с. Гита
с. Глава
с. Главан
с. Главановци
с. Главанци
с. Главатар
с. Главатарци
с. Главаци
с. Главиница
с. Главник
с. Глашатай
с. Гледаци
с. Гледачево
с. Гледка
с. Глогинка
с. Глогино
с. Глоговец
с. Глоговица
с. Глогово
с. Глоджево
с. Гложене
с. Глумово
с. Глумче
с. Глутниците
с. Глуфишево
с. Глухар
с. Глушка
с. Глушник
с. Гнездаре
с. Гняздово
с. Говедаре
с. Говедарци
с. Говежда
с. Годеч
с. Годешево
с. Годлево
с. Гоз
с. Гоздевица
с. Гоздейка
с. Голак
с. Голем Върбовник
с. Голем Цалим
с. Голема Раковица
с. Голема Фуча
с. Големани
с. Големаните
с. Големаново
с. Големанци
с. Големи Българени
с. Големи Станчовци
с. Големо Бабино
с. Големо Бучино
с. Големо Малово
с. Големо село
с. Голец
с. Голеш
с. Голешово
с. Голица
с. Голобрад
с. Голобрадово
с. Голям Девесил
с. Голям Дервент
с. Голям дол
с. Голям извор
с. Голям манастир
с. Голям Поровец
с. Голям чардак
с. Голяма бара
с. Голяма Брестница
с. Голяма вода
с. Голяма долина
с. Голяма Желязна
с. Голяма Чинка
с. Голямо Асеново
с. Голямо Белово
с. Голямо Буково
с. Голямо Враново
с. Голямо Градище
с. Голямо Доляне
с. Голямо Дряново
с. Голямо Каменяне
с. Голямо Крушево
с. Голямо ново
с. Голямо осое
с. Голямо Пещене
с. Голямо Соколово
с. Голямо църквище
с. Голямо Чочовени
с. Голяновци
с. Гомотарци
с. Горан
с. Горановци
с. Гореме
с. Горен Еневец
с. Горен чифлик
с. Горица
с. Горичане
с. Горичево
с. Горна Арда
с. Горна Бела речка
с. Горна Бешовица
с. Горна Биркова
с. Горна Брезница
с. Горна Брестница
с. Горна Василица
с. Горна Вереница
с. Горна Врабча
с. Горна Глоговица
с. Горна Гращица
с. Горна Диканя
с. Горна Дъбева
с. Горна Златица
с. Горна Кабда
с. Горна Ковачица
с. Горна Козница
с. Горна Кремена
с. Горна крепост
с. Горна Крушица
с. Горна кула
с. Горна Липница
с. Горна Лука
с. Горна Малина
с. Горна махала
с. Горна Мелна
с. Горна Митрополия
с. Горна Оряховица
с. Горна Рибница
с. Горна Росица
с. Горна Секирна
с. Горна Студена
с. Горна Сушица
с. Горна Хаджийска
с. Горна Хубавка
с. Горни Богров
с. Горни Вадин
с. Горни Върпища
с. Горни Главанак
с. Горни Дамяновци
с. Горни Домлян
с. Горни Драгойча
с. Горни Дъбник
с. Горни Коритен
с. Горни край
с. Горни Лом
с. Горни Маренци
с. Горни Окол
с. Горни Радковци
с. Горни Романци
с. Горни Танчевци
с. Горни Цибър
с. Горни Цоневци
с. Горни Юруци
с. Горник
с. Горно Абланово
с. Горно Александрово
с. Горно Белево
с. Горно Ботево
с. Горно Войводино
с. Горно Вършило
с. Горно Драглище
с. Горно Дряново
с. Горно Изворово
с. Горно Камарци
с. Горно Кирково
с. Горно Кобиле
с. Горно Козарево
с. Горно Краище
с. Горно Къпиново
с. Горно Луково
с. Горно Новково
с. Горно Ново село
с. Горно Озирово
с. Горно Осеново
с. Горно Павликене
с. Горно Пещене
с. Горно поле
с. Горно Прахово
с. Горно Сахране
с. Горно село
с. Горно Спанчево
с. Горно Трапе
с. Горно Уйно
с. Горно Хърсово
с. Горно Церовене
с. Горно Черковище
с. Горно Ябълково
с. Горнова могила
с. Горноселци
с. Горнослав
с. Горното село
с. Горово
с. Гороцвет
с. Горочевци
с. Горска
с. Горска поляна
с. Горски Горен Тръмбе
с. Горски Долен Тръмбе
с. Горски извор
с. Горски Сеновец
с. Горско
с. Горско Абланово
с. Горско Дюлево
с. Горско Калугерово
с. Горско Косово
с. Горско Ново село
с. Горско Писарево
с. Горско село
с. Горско Сливово
с. Горталово
с. Горун
с. Горунака
с. Горуньово
с. Горчево
с. Горяни
с. Господиново
с. Господинци
с. Гостилица
с. Гостиля
с. Гостиня
с. Гостун
с. Гоце Делчев
с. Градево
с. Градежница
с. Градец
с. Градешница
с. Градина
с. Градинарово
с. Градини
с. Градинка
с. Градище
с. Градница
с. Градско
с. Градсковски колиби
с. Градът
с. Грамада
с. Грамаде
с. Грамаждано
с. Граматиково
с. Граматици
с. Гранит
с. Гранитец
с. Гранитово
с. Граница
с. Граничак
с. Граничар
с. Граф-Игнатиево
с. Графитово
с. Грашево
с. Гращица
с. Греевци
с. Гривица
с. Гривка
с. Гривяк
с. Григорево
с. Грозден
с. Гроздьово
с. Гроздьовци
с. Громшин
с. Грохотно
с. Груево
с. Гръблевци
с. Грълска падина
с. Грънчарово
с. Губеш
с. Губислав
с. Гугутка
с. Гудевица
с. Гулийка
с. Гулия
с. Гулянци
с. Гумощник
с. Гурбановци
с. Гургулица
с. Гургулят
с. Гурково
с. Гурмазово
с. Гусла
с. Гуслар
с. Гуцал
с. Гъбене
с. Гълъбец
с. Гълъбинци
с. Гълъбник
с. Гълъбово
с. Гълъбовци
с. Гъмзово
с. Гърбино
с. Гърбище
с. Гърдевци
с. Гърло
с. Гърляно
с. Гърмен
с. Гърнати
с. Гърня
с. Гърчиново
с. Гъсково
с. Гьоврен
с. Гюешево
с. Гюльовца
с. Гюргево
с. Гюргич
с. Давери
с. Давидково
с. Давидово
с. Дагоново
с. Даевци
с. Дайновци
с. Дамяница
с. Дамяново
с. Даскал-Атанасово
с. Даскалово
с. Две могили
с. Две тополи
с. Дворище
с. Дебел дял
с. Дебелец
с. Дебели лаг
с. Дебели рът
с. Дебелт
с. Дебелцово
с. Дебеляново
с. Дебнево
с. Дебово
с. Дебочица
с. Дебрен
с. Дебрене
с. Дебръщица
с. Девене
с. Девенци
с. Девесилица
с. Девесилово
с. Деветак
с. Деветаки
с. Деветаците
с. Деветинци
с. Девин
с. Девино
с. Девинци
с. Девня
с. Дедец
с. Дедина
с. Дедино
с. Дединци
с. Дедово
с. Деков
с. Делвино
с. Делейна
с. Делова махала
с. Делчево
с. Делян
с. Деляновци
с. Денница
с. Денчевци
с. Дервишка могила
с. Дерманци
с. Детелина
с. Дечковци
с. Джамузовци
с. Джанка
с. Джебел
с. Джелепско
с. Джерман
с. Джерово
с. Джигурово
с. Джинот
с. Джинчовци
с. Джокари
с. Джулюница
с. Джумриите
с. Джурково
с. Джурово
с. Джуровци
с. Диамандово
с. Дибич
с. Дива Слатина
с. Дивеци
с. Дивля
с. Дивотино
с. Дивчовото
с. Диманово
с. Димиевци
с. Димитриево
с. Димитровград
с. Димитровци
с. Димитровче
с. Димово
с. Димовци
с. Димча
с. Димчево
с. Динево
с. Динк
с. Динката
с. Динковица
с. Динково
с. Диня
с. Дирало
с. Дисевица
с. Дисманица
с. Дичево
с. Дичин
с. Длъгнево
с. Длъгня
с. Длъжка поляна
с. Длъжко
с. Длъхчево-Сабляр
с. Доборско
с. Добра поляна
с. Добравица
с. Добралък
с. Добрева череша
с. Добрево
с. Добревци
с. Добрените
с. Добри Войниково
с. Добри дол
с. Добри дял
с. Добри лаки
с. Добрин
с. Добрина
с. Добринище
с. Добриново
с. Добринци
с. Добрич
с. Добровница
с. Доброво
с. Доброглед
с. Добродан
с. Добролево
с. Добромир
с. Добромирка
с. Добромирци
с. Доброплодно
с. Доброселец
с. Доброславци
с. Добростан
с. Добротино
с. Добротица
с. Добротич
с. Добруджанка
с. Добруша
с. Добърско
с. Добърчин
с. Доганово
с. Дождевица
с. Дойновци
с. Дойранци
с. Дойренци
с. Докатичево
с. Доктор-Йосифово
с. Докьовци
с. Долен
с. Долен Еневец
с. Долене
с. Долени
с. Долец
с. Долие
с. Долина
с. Долистово
с. Долище
с. Долна баня
с. Долна Бела речка
с. Долна Бешовица
с. Долна Василица
с. Долна Вереница
с. Долна Врабча
с. Долна Градешница
с. Долна Гращица
с. Долна Диканя
с. Долна Дъбева
с. Долна Златица
с. Долна Кабда
с. Долна Козница
с. Долна Кремена
с. Долна крепост
с. Долна Крушица
с. Долна кула
с. Долна Липница
с. Долна Малина
с. Долна Маргатина
с. Долна махала
с. Долна Мелна
с. Долна Митрополия
с. Долна Невля
с. Долна Оряховица
с. Долна Рибница
с. Долна Рикса
с. Долна Секирна
с. Долна Студена
с. Долна Хубавка
с. Долни Богров
с. Долни Бошняк
с. Долни Вадин
с. Долни Вит
с. Долни Върпища
с. Долни Главанак
с. Долни Дамяновци
с. Долни Драгойча
с. Долни Дъбник
с. Долни Коритен
с. Долни Лом
с. Долни Луковит
с. Долни Маренци
с. Долни Марян
с. Долни Окол
с. Долни Пасарел
с. Долни Радковци
с. Долни Раковец
с. Долни Романци
с. Долни Танчевци
с. Долни Томчевци
с. Долни Цибър
с. Долни чифлик
с. Долни Юруци
с. Долно Абланово
с. Долно Белево
с. Долно Белотинци
с. Долно Ботево
с. Долно Войводино
с. Долно Вършило
с. Долно Големанци
с. Долно Драглище
с. Долно Дряново
с. Долно Изворово
с. Долно Камарци
с. Долно Кобиле
с. Долно Козарево
с. Долно Къпиново
с. Долно Линево
с. Долно Луково
с. Долно Новково
с. Долно Ново село
с. Долно Озирово
с. Долно Осеново
с. Долно поле
с. Долно Прахово
с. Долно Ряхово
с. Долно Сахране
с. Долно село
с. Долно Спанчево
с. Долно Съдиево
с. Долно Уйно
с. Долно Церовене
с. Долно черковище
с. Долно Шивачево
с. Долно Ябълково
с. Долноселци
с. Долнослав
с. Домище
с. Домлян
с. Дондуково
с. Донино
с. Донкино
с. Донковци
с. Дончево
с. Дончовци
с. Дорково
с. Доситеево
с. Доспат
с. Доспей
с. Доча
с. Драбишна
с. Драгана
с. Драганица
с. Драгановец
с. Драганово
с. Драгановци
с. Драганосковци
с. Драганци
с. Драганчетата
с. Драгаш войвода
с. Драгиевци
с. Драгижево
с. Драгийци
с. Драгиново
с. Драгичево
с. Драгневци
с. Драговищица
с. Драгово
с. Драгодан
с. Драгоданово
с. Драгоево
с. Драгоил
с. Драгоица
с. Драгойново
с. Драгойчинци
с. Драгоман
с. Драгомани
с. Драгомир
с. Драгомирово
с. Драгомъж
с. Драгор
с. Драгостин
с. Драготинци
с. Драгуш
с. Драгушиново
с. Дражево
с. Дражинци
с. Драка
с. Драката
с. Дралфа
с. Драма
с. Дрангово
с. Драндарите
с. Драчево
с. Драшан
с. Драшкова поляна
с. Дреатин
с. Дрен
с. Дренково
с. Дренов
с. Дреновец
с. Дреновица
с. Дреново
с. Дрента
с. Дренци
с. Дриново
с. Дрипчево
с. Дропла
с. Друган
с. Дружба
с. Дружево
с. Дружинци
с. Друмево
с. Друмохар
с. Друмче
с. Дръмша
с. Дръндар
с. Дрянка
с. Дрянковец
с. Дрянова глава
с. Дряновец
с. Дряново
с. Дрянска
с. Дрянът
с. Дуванлии
с. Дуковци
с. Дулово
с. Думници
с. Дунавец
с. Дунавци
с. Дунево
с. Дуня
с. Дупница
с. Дуранкулак
с. Дуровци
с. Дурча
с. Духовец
с. Душанци
с. Душево
с. Душевски колиби
с. Душинково
с. Душинци
с. Душка
с. Дъбен
с. Дъбене
с. Дъбник
с. Дъбница
с. Дъбова
с. Дъбова махала
с. Дъбован
с. Дъбовец
с. Дъбовик
с. Дъбовица
с. Дъбово
с. Дъбрава
с. Дъбравата
с. Дъбравино
с. Дъбравите
с. Дъбравица
с. Дъбравка
с. Дъждино
с. Дъждовник
с. Дъждовница
с. Дълбок дол
с. Дълбок извор
с. Дълбоки
с. Дълга ливада
с. Дълга лука
с. Дългач
с. Дълги дел
с. Дълги припек
с. Дълго поле
с. Дългоделци
с. Дългопол
с. Дънгово
с. Дървари
с. Държава
с. Държавен
с. Държаница
с. Дърлевци
с. Дърманци
с. Дъскарите
с. Дъскот
с. Дъскотна
с. Дюлево
с. Дюлино
с. Дюлица
с. Дюля
с. Дядово
с. Дядовско
с. Дядовци
с. Дяково
с. Дялък
с. Дянково
с. Евлогиево
с. Евренозово
с. Егрек
с. Егълница
с. Единаковци
с. Едрево
с. Едрино
с. Ездимирци
с. Езерец
с. Езеро
с. Езерово
с. Езерото
с. Езерче
с. Екзарх Антимово
с. Екзарх Йосиф
с. Елена
с. Еленино
с. Еленка
с. Еленов дол
с. Еленово
с. Еленска
с. Еленците
с. Елешница
с. Елин Пелин
с. Елисейна
с. Елов дол
с. Еловдол
с. Еловица
с. Елховец
с. Елхово
с. Елшица
с. Ельово
с. Емен
с. Емона
с. Енев рът
с. Енево
с. Енина
с. Еница
с. Енчец
с. Енчовци
с. Еньовче
с. Ерден
с. Еремия
с. Ерма река
с. Еровете
с. Ерул
с. Есен
с. Есеница
с. Етрополе
с. Ефрейтор Бакалово
с. Ефрем
с. Жабляно
с. Жабокрът
с. Жегларци
с. Жеглица
с. Жедна
с. Железари
с. Железарци
с. Железино
с. Железна
с. Железник
с. Железница
с. Желен
с. Желъд
с. Желъдово
с. Желю войвода
с. Желява
с. Желязковец
с. Желязно
с. Желязово
с. Женда
с. Жеравино
с. Жеравица
с. Жеравна
с. Жерговец
с. Жернов
с. Живко
с. Живково
с. Жидов дол
с. Жижево
с. Жиленци
с. Жилино
с. Жинзифово
с. Житарник
с. Житен
с. Житница
с. Житосвят
с. Житуша
с. Жребево
с. Жребино
с. Жребичко
с. Жълт бряг
с. Жълт камък
с. Жълтеш
с. Жълти бряг
с. Жълти рид
с. Жълтика
с. Жълтопоп
с. Жълтуша
с. Забел
с. Заберново
с. Забърдо
с. Завала
с. Завет
с. Заветно
с. Завидовци
с. Завой
с. Завоя
с. Загоре
с. Загориче
с. Загорски
с. Загорско
с. Загорци
с. Загражден
с. Задруга
с. Заевите
с. Заимчево
с. Зайчар
с. Зайчари
с. Зайчино
с. Зайчино ореше
с. Замфир
с. Замфирово
с. Занога
с. Заноге
с. Зараево
с. Зарица
с. Зарник
с. Заселе
с. Засмяно
с. Зафирово
с. Захари Стояново
с. Зая
с. Звегор
с. Звезда
с. Звездел
с. Звезделина
с. Звезден
с. Звездец
с. Звездица
с. Звенимир
с. Зверино
с. Звиница
с. Звънарка
с. Звънарци
с. Звънец
с. Звъника
с. Звъничево
с. Звънче
с. Згалево
с. Згориград
с. Згурово
с. Здравец
с. Здравковец
с. Здравчец
с. Зебил
с. Зелена морава
с. Зелендол
с. Зелениград
с. Зеленик
с. Зеленика
с. Зелениково
с. Зелено дърво
с. Земен
с. Земенци
с. Землен
с. Зетьово
с. Зидарово
с. Зидарци
с. Зимевица
с. Зимен
с. Зимзелен
с. Зимница
с. Зимовина
с. Зиморница
с. Златар
с. Златари
с. Златарица
с. Златевци
с. Злати войвода
с. Златина
с. Златиница
с. Златирът
с. Златитрап
с. Златица
с. Златия
с. Златна ливада
с. Златна нива
с. Златна Панега
с. Златовръх
с. Златоград
с. Златоклас
с. Златолист
с. Златополе
с. Златосел
с. Златоустово
с. Златуша
с. Злидол
с. Злогош
с. Злокучене
с. Змеево
с. Змеица
с. Змейно
с. Змейово
с. Змиево
с. Знаменосец
с. Зограф
с. Зойчене
с. Зоренишки дол
с. Зорница
с. Зърнево
с. Ивайло
с. Ивайловград
с. Иван Вазово
с. Иван Димов
с. Иван Шишманово
с. Иванивановци
с. Иванили
с. Иванковци
с. Иваново
с. Ивановци
с. Ивански
с. Иванци
с. Иванча
с. Иваншница
с. Иваняне
с. Иганово
с. Иглика
с. Игнатиево
с. Игнатица
с. Игнатово
с. Игнатовци
с. Игралище
